"Conventional_coverage","Bias.Corrected_coverage","rdrobust_coverage","RDHonest_coverage","plrd_coverage","Conventional_width","Bias.Corrected_width","rdrobust_width","RDHonest_width","plrd_width"
1,1,1,1,1,4.98449499036932,4.98449499036932,5.97974097960462,7.24688752321327,3.87322488642301
1,1,1,1,0,5.31521127098529,5.31521127098529,6.31738607907538,6.16251436006975,3.84484781398801
1,1,1,1,1,5.16480630288826,5.16480630288826,6.16983395082698,7.42207737773164,3.81101660368335
1,1,1,1,1,4.66613590086241,4.66613590086241,5.34641616751244,5.57107639379449,3.75936136766837
1,1,1,1,1,4.70128790778386,4.70128790778386,5.53759946854436,5.49310339520266,3.60813783510454
1,1,1,1,0,5.09052743144713,5.09052743144713,6.05703048771832,7.3290498515963,3.84016293706069
1,1,1,1,1,4.30497446132221,4.30497446132221,5.00930296175726,7.24237144282324,3.65921982086805
1,1,1,1,1,5.92851786368617,5.92851786368617,7.16483997663432,7.82065904960367,3.91112047420296
1,1,1,1,1,4.4944820207516,4.4944820207516,5.32232017855308,6.73977143317409,3.57847443844162
1,1,1,1,1,5.65823988576632,5.65823988576632,6.70043498721791,6.10309901451613,3.93604711605572
1,1,1,1,1,4.74528452275917,4.74528452275917,5.6390479674154,7.01599993718471,3.99000448069288
1,1,1,1,1,5.41706019440501,5.41706019440501,6.33320966249196,7.3867254958838,3.91364426563333
1,1,1,1,1,5.30691342766843,5.30691342766843,6.34867852784144,7.56189192982525,3.95083576936275
1,1,1,1,1,5.12370028499993,5.12370028499993,6.01042137327936,7.78716438212688,3.82203382333954
1,1,1,1,1,4.92969500756833,4.92969500756833,5.80886399063475,5.75050030027935,3.9682863611804
0,0,0,1,1,5.69450528125956,5.69450528125956,6.5479375106636,7.56805161598129,3.81186675041929
1,1,1,1,1,4.53004933696148,4.53004933696148,5.31159633751252,5.92548611755619,3.81891636963176
0,0,0,0,1,5.41195922855999,5.41195922855999,6.13263428339947,6.11317296185235,3.75050879626419
1,1,1,1,1,4.9088289576472,4.9088289576472,5.88558888679682,6.96005432871864,3.85361903083085
1,1,1,1,1,5.14801651905184,5.14801651905184,5.97382291272826,7.02105330934858,3.7227006757843
1,1,1,1,1,5.08966853764819,5.08966853764819,5.88629027074658,6.94236723435384,4.00898541853335
1,1,1,1,1,4.91709334287194,4.91709334287194,5.81014955233519,7.07492404698538,3.7541060032257
1,1,1,1,1,5.46769195099819,5.46769195099819,6.48836364214602,6.88905041303352,4.06148950736796
1,1,1,1,1,4.76872945249496,4.76872945249496,5.64827885620519,7.67771429588614,3.88229120335503
1,1,1,1,1,4.93951399112427,4.93951399112427,5.85118264969863,7.43323659776847,3.93607737772282
1,1,1,1,1,4.46699969060412,4.46699969060412,5.12150104326276,6.93241374930564,3.74415006609772
1,1,1,1,1,5.65228260065837,5.65228260065837,6.74954959996673,6.26869976378489,3.84355199449454
0,0,0,1,1,4.69117291324883,4.69117291324883,5.44441019439689,6.19844389992528,4.1030011942434
1,1,1,1,1,5.17453664622757,5.17453664622757,6.17381866832143,6.78296495609823,3.78908916867925
1,1,1,1,1,4.50006523946425,4.50006523946425,5.30506318911081,6.33021427500726,3.53932313660592
1,1,1,1,1,5.00306338654033,5.00306338654032,5.9491119628257,5.59458486052956,3.6745222451168
1,1,1,1,1,4.95148684077584,4.95148684077584,5.8256489988459,6.44921590151177,3.85829383064503
1,1,1,1,1,5.13325698543915,5.13325698543915,5.95326116371946,6.94256274463941,3.57222671121162
1,1,1,1,1,4.80545631406105,4.80545631406105,5.66681521073319,6.87851478759114,3.88989905369906
1,1,1,1,1,5.33718017048837,5.33718017048837,6.45233442041203,6.88220446678939,3.99505608146193
1,1,1,1,1,4.82034102558169,4.82034102558169,5.71644195897784,7.01347609150648,3.75268185964597
1,1,1,1,1,5.16269537861507,5.16269537861507,5.90589262132392,6.12179583336801,3.56786023894915
1,1,1,1,1,4.55227779496545,4.55227779496545,5.39377106794826,6.34287159837229,3.65273695541692
1,1,1,1,1,4.83251565661766,4.83251565661766,5.59804945513554,5.00490102932065,3.65830814064566
1,1,1,1,1,5.43834352756016,5.43834352756016,6.50968909524248,8.24232046643533,4.24103992827103
1,1,1,1,1,4.78121808613444,4.78121808613444,5.59750296667164,5.80991996933927,3.86843534948088
1,1,1,1,1,4.4348636304682,4.4348636304682,5.18272258837743,6.75508898127858,3.86892248165888
1,1,1,1,1,4.87390121648788,4.87390121648788,5.84271467140236,6.07620227398428,3.98518949068272
1,1,1,1,1,4.38476240351637,4.38476240351637,5.15983747867408,6.70881060530815,3.68135988893644
1,1,1,1,1,4.40708829275264,4.40708829275264,5.17736797377833,6.41307519222992,3.86938342054087
1,1,1,1,1,5.08560352005219,5.08560352005219,6.07492468345281,7.16128932981682,4.02142354030069
1,1,1,1,1,4.07261111508434,4.07261111508434,4.78559046299233,5.53782461972334,3.51062984670012
0,0,0,0,1,5.40031888121856,5.40031888121856,6.37592201704308,6.50925302520152,3.86453124562379
1,1,1,1,1,5.10015017855504,5.10015017855504,6.05482306429927,7.23924894429352,3.9190950509558
1,1,1,1,1,4.34650754864213,4.34650754864213,5.08861592039536,5.98408156236404,3.59268201930781
1,1,1,1,1,4.59953270097451,4.59953270097451,5.44023111712612,6.62349748128935,3.76110415506753
1,1,1,1,0,4.9335301709701,4.9335301709701,5.58893485112569,6.25993271302521,3.81911680431544
0,0,0,0,1,4.92595817448986,4.92595817448986,5.61681247651869,7.6904166768563,3.96420815850582
1,1,1,1,1,5.18454233484736,5.18454233484736,6.17861637017365,6.94450479029168,3.90422494855277
1,1,1,1,1,4.8847113360793,4.8847113360793,5.81164729945151,5.70662320528668,3.763603012696
1,1,1,1,1,4.89192665897613,4.89192665897613,5.65462606341571,5.95301427498831,4.06071090786367
1,1,1,1,1,4.51035189627943,4.51035189627943,5.13828002283936,5.75241372845769,3.72427885065259
1,1,1,1,1,4.44618096256627,4.44618096256627,5.18245986867555,5.20633098633028,3.72091589494994
1,1,1,1,1,5.56848854015431,5.56848854015431,6.67359847391463,5.45522783549309,3.89781293527751
1,1,1,1,1,4.59710582967483,4.59710582967483,5.3743998091979,6.59051082909967,3.91019260292507
1,1,1,1,1,5.40047507749771,5.40047507749771,6.14191488480331,7.88739373616396,3.9630107351689
1,1,1,1,1,4.44402015068923,4.44402015068923,5.2684030985899,6.78612747036245,3.77996816749706
1,1,1,1,1,5.168697451206,5.168697451206,5.96816867574254,7.79159515047535,3.79841068323565
1,1,1,1,1,5.36096187276218,5.36096187276218,6.37619358502107,8.40058039406536,4.10326859778314
1,1,1,1,1,4.44562869001874,4.44562869001874,5.27024331974631,6.07594899690423,3.72657734801292
1,1,1,1,1,4.51910131434582,4.51910131434582,5.33052827800462,6.25908092881433,3.82044204542978
1,1,1,1,1,5.3720713925009,5.3720713925009,6.39109371299228,7.52446968551513,3.88554694548883
1,1,1,1,1,4.44636903398595,4.44636903398595,5.1864450204608,6.19867256262373,3.85639635684801
1,1,1,1,1,5.57846367736452,5.57846367736452,6.61587229795153,7.37786586351704,4.15665859510821
1,0,1,1,1,4.50948686074391,4.50948686074391,5.19550511994748,6.34663673853111,3.76283075570149
1,1,1,1,1,4.2825455891934,4.2825455891934,5.06297988641568,6.86962618056595,3.77740859447523
1,1,1,1,1,5.08557576052283,5.08557576052283,5.88707735483141,5.99536947193432,3.78917167147894
1,1,1,1,1,5.77329939399861,5.77329939399861,6.85947339546844,6.23226987808371,3.93212135695973
1,1,1,1,1,5.32107143164992,5.32107143164992,6.37041472868948,6.51829479184326,3.65992617010473
1,0,1,1,1,5.31990216259661,5.31990216259661,6.36878116683424,7.73540411457908,4.02492235640504
0,0,0,1,1,5.63952714431329,5.63952714431329,6.54064995616136,7.84517090070613,5.86802756035633
1,1,1,1,1,5.09145635902891,5.09145635902891,5.91007074164416,6.23116479884585,3.94644660617679
1,1,1,1,1,4.98919162850177,4.98919162850177,5.7898253363897,7.31319528644188,3.55076094089789
1,1,1,1,1,5.08833148218202,5.08833148218202,6.06029545279285,7.71681913997638,3.78706336931893
1,1,1,1,1,5.47848320197494,5.47848320197494,6.31322182433574,6.8573218724505,3.63524885255023
1,1,1,1,1,5.36905767831532,5.36905767831532,6.54643398256779,6.77188964215237,3.6867724862095
1,1,1,1,1,5.68990215352943,5.68990215352943,6.53822280754264,7.87301384239348,4.18539800720447
0,0,0,0,1,6.29363655647792,6.29363655647792,7.0202356767842,6.74660516230837,3.70378278191516
1,1,1,1,1,5.09805022357985,5.09805022357985,5.94321111964136,4.93412240381739,3.72140695272157
0,0,0,1,1,5.59965852076578,5.59965852076578,6.44514727469787,6.68625013932704,4.04349677209684
1,1,1,1,1,5.12822210180451,5.12822210180451,5.9800694164741,6.57936294786363,3.81000234217124
1,1,1,1,1,5.12792833782224,5.12792833782224,6.14353696095288,7.55535626071561,5.96491323932907
1,1,1,1,1,4.22993903135935,4.22993903135935,4.94470094206057,5.91503602644218,3.54059308049238
1,1,1,1,1,6.4421309443385,6.4421309443385,7.8195883464253,9.61093853611086,4.15583023605296
1,1,1,1,1,4.34345106929024,4.34345106929024,5.01925603480709,6.01417161082422,3.82629756919832
1,1,1,1,1,5.07629365843549,5.07629365843549,6.08889470356289,7.6337835957364,3.75285579751044
1,1,1,1,0,4.52569461692127,4.52569461692127,5.2658579610094,6.05086034745039,3.65647691896165
1,1,1,1,1,5.21228721255564,5.21228721255564,5.92756736916899,7.42633827181115,3.78872775915432
1,1,1,1,1,5.18622113721593,5.18622113721593,6.26455270552952,8.39463985115149,3.78379039502775
1,1,1,1,1,5.94034054744596,5.94034054744596,6.97267164698285,7.94745923851546,4.2703543857377
1,1,1,1,1,4.93372337854971,4.93372337854971,5.89628336949106,6.95066781718357,3.74760055694115
1,1,1,1,1,4.95444936777404,4.95444936777404,5.80550846424516,5.55660603984402,3.94364368161187
1,1,1,1,1,5.05775878446424,5.05775878446424,5.65822692310229,6.89196373739349,3.90908456620473
1,1,1,1,1,4.7502963307999,4.7502963307999,5.67360926090329,6.28528317428253,3.63497093409097
1,1,1,1,1,4.47303666190635,4.47303666190635,5.21006275612876,6.79898418950402,3.89997468120781
1,1,1,1,1,5.56795257265705,5.56795257265705,6.67180168486577,6.97912130663089,4.05738126302778
1,1,1,1,1,5.11140507248762,5.11140507248762,6.13660057290224,6.87263464481634,3.68642163178422
1,1,1,1,1,4.345407514016,4.345407514016,4.99811046633503,5.68520974217733,3.77210318560668
1,0,1,1,1,4.6801053042825,4.6801053042825,5.33567490897555,6.19069569364836,3.67423451190359
0,0,0,0,1,5.50722422480866,5.50722422480866,6.2168502236028,7.64169750080779,4.10500998845331
1,1,1,1,1,4.72061156440202,4.72061156440202,5.53817028650818,5.75532017939478,3.57545088374881
1,1,1,1,1,5.24874247860292,5.24874247860292,6.28573095176404,7.27993988150832,3.79933935435877
1,1,1,1,1,5.17306906252168,5.17306906252168,6.15058139721614,6.17853574427259,3.86894668380076
1,1,1,1,1,4.76043402625681,4.76043402625681,5.6616871653196,6.09842997445165,3.85271821728685
0,0,0,1,1,4.62038147546494,4.62038147546494,5.45075700796869,7.78998238876149,3.80168665649625
1,1,1,1,1,4.67018933632627,4.67018933632627,5.55152501019126,5.942073360366,3.7770553471042
1,1,1,1,1,4.44218444578231,4.44218444578231,5.28454602229487,4.93686827283008,3.54645047471353
1,1,1,1,1,4.8736233208489,4.8736233208489,5.76556503533835,6.48453657918077,3.82974278395649
1,1,1,1,1,4.71810538385845,4.71810538385845,5.59967687972063,7.0853975359251,3.92325062026507
1,1,1,1,1,4.45784307037658,4.45784307037658,5.22450510722629,5.6712569719347,3.53093908262531
1,1,1,1,1,4.77310865486374,4.77310865486374,5.6782136572724,6.27024455993352,3.64258945189518
1,1,1,1,1,5.0499525524579,5.0499525524579,5.99786183301303,7.15716667364999,3.82117399681165
1,1,1,1,1,4.45174667102697,4.45174667102697,5.14153257874537,7.35311257841965,4.0195361865914
0,0,0,1,0,4.66669856387664,4.66669856387664,5.53552032497938,6.54211876525284,3.86264942358969
1,1,1,1,1,4.89972385051656,4.89972385051656,5.66680459166616,5.29627575737448,3.78650584725452
1,1,1,1,1,4.71231713534694,4.71231713534694,5.56467587238619,6.86979553618636,3.63105543721529
1,1,1,1,1,4.72949880135337,4.72949880135337,5.45645439469066,7.18935963719114,3.78358713455039
0,0,0,0,1,5.71222315914381,5.71222315914381,6.52793768920205,6.32787599910908,3.84973819072399
1,1,1,1,1,5.47191848581172,5.47191848581172,6.49478475990325,7.87375896619389,3.97955707883784
1,1,1,1,1,5.2721900318218,5.2721900318218,5.96434756952551,6.03673232773749,3.87853000617237
1,1,1,1,1,4.29469875747645,4.29469875747645,5.01679765757025,5.68427003812993,3.73365590126831
1,1,1,1,1,5.15989845113382,5.15989845113382,6.01165579886772,7.03847095891634,4.06573670959986
1,1,1,1,1,5.38148010056228,5.38148010056228,6.4237080825243,7.31611383018963,3.95425211993065
1,1,1,1,1,5.63680766826609,5.63680766826609,6.48514831859966,6.83080362386749,3.70230216360421
1,1,1,1,1,5.01110613003621,5.01110613003621,5.93568116271341,6.26447544171255,3.71462742101601
1,1,1,1,1,5.8880183041237,5.8880183041237,6.718634924958,7.8106265765016,4.09622447572513
1,1,1,1,1,4.96136283079212,4.96136283079212,5.92188142257444,6.57890082938887,3.73356121563424
1,1,1,1,0,4.84569674342793,4.84569674342793,5.65080532492529,6.90229388116908,3.82579951961834
1,1,1,1,0,4.25722131112642,4.25722131112642,4.91704680058015,5.69649364788483,3.86196447599022
1,1,1,1,1,4.48129973565098,4.48129973565098,5.29180906152937,6.77404072653893,3.8436536982686
1,1,1,1,1,4.51413674384303,4.51413674384303,5.35685565600892,7.41143964985828,3.63809174755387
1,1,1,1,1,5.14333053250338,5.14333053250338,6.08349186807774,7.29053415432325,3.81077285629546
1,1,1,1,1,4.77378075425021,4.77378075425021,5.64677167857398,6.08896696097739,3.76277091260873
1,1,1,1,0,5.17959589739551,5.17959589739551,6.16641422118858,6.73588634622496,3.73736505545019
1,1,1,0,1,4.39839501717418,4.39839501717418,5.01479933665594,6.81945465040163,3.85772961203301
1,1,1,1,1,5.28128602120892,5.28128602120892,6.17933595678864,8.50728390239986,3.72088404597661
1,1,1,1,1,4.87054194149914,4.87054194149914,5.72899602064297,7.91355883575891,3.8711143652355
1,1,1,1,1,4.6937833529375,4.6937833529375,5.54537039607106,6.52442420333778,5.57611547713329
1,1,1,1,1,4.90025580151151,4.90025580151151,5.70333804463683,5.26906279563312,4.03990707479633
1,0,1,1,1,5.13123132976256,5.13123132976256,5.97478463382595,6.34008528897525,3.68784126583139
1,1,1,1,1,5.68278913288302,5.68278913288302,6.67625833371869,6.62546406277536,3.96529581502609
